Institution_ID,Institution_Name,Institution_City
186788,WyoTech - West Sacramento,West Sacramento
186797,Xincon Technology School,New York
186803,Youngstown Centre of Massotherapy,Struthers
186812,Logos Evangelical Seminary,El Monte
186876,Art Institute of Ohio - Cincinnati,Cincinnati
186900,Branson Technical College,Branson
186919,"Braxton School of Business, The",Cleveland
186928,Brown Mackie College - Denver,Denver
186973,Computer Labs,El Paso
186982,Court Reporting Institute - Seattle,Seattle
187019,Delaware School of Hotel Management,Claymont
187064,Golf Academy of America,Vista
187082,Hondros College,Westerville
187161,International Junior College - Humacao,Humacao
187189,International English Institute,Nashville
187198,Showa Boston Institute for Language and Culture,Boston
187392,Med Tech College - Indianapolis,Indianapolis
187426,Princeton Center for Teacher Education,Princeton
187453,Ramirez College of Business & Technology - Mayaguez,Mayaguez
187462,Ramirez College of Business & Technology - San Juan,San Juan
187514,Southern Technical College,Orlando
187602,Virginia College School of Construction,Birmingham
187620,Crestwood Medical Center,Huntsville
187666,Fort Wayne School of Radiography,Fort Wayne
187693,MassBay Community College,Framingham
187709,Regis College - Medford,Medford
187727,Rolla Technical Center,Rolla
187754,Charleston School of Law,Charleston
187763,Central Baptist Theological Seminary of Minneapolis,Plymouth
187781,Northland International University,Dunbar
187806,American Institute of Medical-DentalTechnology - St. George,St. George
187815,Bristol Technical Education Center,Bristol
187824,Bristol - Plymouth Regional Technical School,Taunton
187833,Bullard - Havens Technical High School,Bridgeport
187842,E. C. Goodwin Technical High School,New Britain
187851,Emmett O'Brien Technical High School,Ansonia
187860,Grasso Southeastern Technical High School,Groton
187879,Greater Lawrence Technical School,Andover
187888,Greater Lowell Technical High School,Tyngsboro
187897,H. C. Wilcox Technical High School,Meriden
187903,H. H. Ellis Technical High School,Danielson
187912,Henry Abbott Technical High School,Danbury
187921,Howell Cheney Technical High School,Manchester
187930,J. M. Wright Technical High School,Stamford
187949,Joseph P. Keefe Technical School,Framingham
187958,Mid - Maine Technical Center,Waterville
187967,Minuteman Career & Technical High School,Lexington
187976,Montachusett Regional Vocational Technical School,Fitchburg
187985,North Shore Technical High School,Middleton
187994,Norwich Technical High School,Norwich
188003,Oliver Wolcott Technical High School,Torrington
188012,Platt Technical High School,Milford
188021,Shawsheen Valley School of Practical Nursing,Billerica
188030,Southeastern Technical Institute,South Easton
188049,Tri-County Regional Vocational Technical School,Franklin
188058,Vinal Technical High School,Middletown
188067,W. F. Kaynor Technical High School,Waterbury
188076,Waldo County Technical Center,Waldo
188094,Worcester Technical High School,Worcester
188100,Penn Foster College,Scottsdale
188243,Great Bay Community College,Portsmouth
188313,Lehigh Carbon & Northhampton Community Colleges,Bethlehem
188377,Alden's School of Cosmetology,Baker
188386,The Fila Academy,Glen Burnie
188395,"John Paolo's Xtreme Beauty Institute, Goldwell Products Artistry",Ballston Spa
188401,Cosmetic Arts Center,Greensboro
188410,4-States Okmulgees Academy of Cosmetology,Okmulgee
188429,Pennsylvania Myotherapy Institute,Abbottstown
188438,Sunnyside Beauty Academy,Sunnyside
188447,Visions in Hair Design Institute of Cosmetology,Milwaukee
188456,U.S. Career Institute,Fort Collins
188465,McKinley College,Fort Collins
188474,New York Institute of Photography,New York
188483,New York Institute of Art and Design,New York
188492,United Education Institute - Huntington Park Campus,Huntington Park
188508,Lee Strasberg Theatre and Film Institute,New York
188517,A and B Training Academy,Houston
188526,Abcott Institute,Southfield
188535,Academia Morales,Aguada
188562,Alpine College,Spokane Valley
188580,American Scientific Institute,Los Angelas
188599,AVI Career Training,Great Falls
188605,Heald College - Central Administrative Office,Walnut Creek
188614,Bronx Institute for Career Training and Development,Bronx
188623,CALC Institute of Technology,Alton
188632,Brunswick Job Corps Center,Brunswick
188641,Career Academy of Texas,Grapevine
188650,Career Alternatives Learning Center,Bridgeton
188669,Career Technical Institute,Washington
188678,California Nurses Educational Institute,Palm Springs
188696,Career Quest Learning Center,Lansing
188702,Carville Job Corps Academy,Carville
188711,Jersey College,Teterboro
188720,Center for Security Forces (CENSECFOR),Virginia Beach
188739,AIMS Academy,Carrollton
188748,All American Career College,San Bernardino
188757,Center for Information Dominance (CID),Pensacola
188766,Center for Explosive Ordnance Disposal and Diving,Panama City
188784,Center for Naval Aviation Technical Training (CNATT),Pensacola
188793,Center for Naval Engineering (CNE),Norfolk
188809,Center for Naval Intelligence (CNI),Virginia Beach
188818,Center for Personal Development,Virginia Beach
188827,Center for Seabees and Facilities Engineering (CSFE),Port Hueneme
188845,Center for Service Support (CSS),Athens
188854,Center for Surface Combat Systems (CSCS),Dahlgren
188863,Champion Beauty College,Houston
188872,College of Career Training,Carmichael
188881,Dominican Study Center of the Caribbean,Bayamon
188890,Compass Career College,Hammond
188906,Blake Austin College,Vacaville
188915,Center for Information Technology,San Diego
188924,Defense Contract Audit Institute,Memphis
188933,Edgewood College of California,Rosemead
188942,EnVisionary 1-Care,Garner
188951,Burlington County Institute of Technology,Westampton
188979,Federal Medical Center - Lexington,Lexington
188988,Futura Career Institute,Hialeah
188997,GDS Institute,South Gate
189006,Gnomon School of Visual Effects,Hollywood
189015,Bexley Hall Seminary,Columbus
189024,John Marshall Law School - Atlanta,Atlanta
189033,Harpers Ferry Job Corps Civilian Conservation Center,Harpers Ferry
189042,Houston's Training and Education Center,Houston
189060,Infotech Career College,Paramount
189079,Joint Counterintelligence Training Academy,Quantico
189088,Joint Military Attache School (JMAS),Washington
189097,Learey Technical Center,Tampa
189103,Lexington Beauty College,Lexington
189112,Louisiana Culinary Institute,Baton Rouge
189130,Blue Ridge Community and Technical College,Martinsburg
189149,Management Resources College,Miami Springs
189158,Marchman Technical Education Center,New Port Richey
189167,Maynard A Traviss Career Center,Lakeland
189176,Maricopa Community Colleges - Chandler-Gilbert Community College,Chandler
189185,MCI Institute of Technology,West Palm Beach
189194,Medical Institute,Los Angeles
189228,Maricopa Community Colleges - Paradise Valley Community College,Phoenix
189237,Maricopa Community Colleges - Phoenix College,Phoenix
189246,Maricopa Community Colleges - Rio Salado Community College,Tempe
189255,Maricopa Community Colleges - Scottsdale Community College,Scottsdale
189264,Maricopa Community Colleges - South Mountain Community College,Phoenix
189273,"Centro de Capacitacion y Asesoramiento, Vetelba",Aguadilla
189282,Morris County Vocational School,Denville
189291,Byzantine Catholic Seminary of SS. Cyril and Methodius,Pittsburgh
189307,St. John Vianney Theological Seminary,Denver
189316,Mountainland Applied Technology,Lehi
189325,National Training Center,Albuquerque
189334,New Dimension Academy of Beauty,Tampa
189343,New Life Academy of Information Technology,East Liverpool
189352,New Technology Training Institute,Glendale
189361,New York Medical Career Training Center,Flushing
189370,Salvation Army School for Officer Training,Suffern
189389,Union College,Schenectady
189398,Brookline College - Oklahoma City,Oklahoma City
189404,Somerset County Technology Center,Somerset
189422,Dauphin County Technical School,Harrisburg
189431,"Washington Online Learning Institute, Inc.",Nanuet
189440,American Institute of Medical Sciences and Education,Piscataway
189617,Oxman College,San Francisco
189635,Palladium Technical Academy,Temple City
189653,Pensacola School of Massage Therapy and Health Careers,Pensacola
189680,Professional Career Training Institute,Houston
189741,RTP Hispanic American College,Caquas
189769,SABER,Miami
189778,Salt Lake - Tooele Applied Technology College,Tooele
189787,SimCenter,Miami
189802,South Texas Barber College,Corpus Christi
189820,Southeast Applied Technology,Price
189839,Southwest Applied Technology,Cedar City
189848,Submarine Learning Center,Groton
189857,Success Schools - Merrillville,Merrillville
189875,Susquehanna County Career and Technology,Dimock
189884,Texas Health School,Houston
189893,The Academy of Healing Arts,Las Vegas
190053,U. S. Army Management Staff College,Ft. Belvoir
190062,U. S. Army Medical Department Center and School,San Antonio
190071,Vocational Institute of Florida,Miami
190080,World Outreach Medical Institute,Decatur
190099,Beauty Schools of America,Miami Beach
190114,Medtech Institute - Falls Church,Falls Church
190123,American University of Armenia,Oakland
190132,United States University,Chula Vista
190141,Intercultural Institute of California,San Francisco
190150,Mater Ecclesiae College,Greenville
190169,River Valley Community College,Claremont
190178,San Diego Culinary Institute,La Mesa
190187,Instituto de Banca y Comercio -  Aguadilla,Aguadilla
190196,Angley College - Orlando,Orlando
190211,Moberly Area Technical Center,Moberly
190220,Warrensburg  Area Voc-Technical School,Warrensburg
190257,Arizona Culinary Institute,Scottsdale
190266,Vanguard Institute of Technology,Harlingen
190275,Henley-Putnam University,San Jose
190293,Graduate Institute of Applied Linguistics,Dallas
190309,T.A. Lawson State Community College,Birmingham
190318,Gibson Technical Center,Reeds Spring
190327,Herndon Career Center,Raytown
190336,Pemiscot County Career & Technology Center,Hayti
190345,Divine Mercy University,Arlington
190354,Special School District St. Louis County,Town and Country
190363,Beaumont Adult School,Beaumont
190372,Centinela Desert Institute,Imperial
190390,Advance Beauty College,Warrenton
190406,American Institute of Beauty,Largo
190424,Aveda Institute New York,New York
190442,Elite Academy of Beauty Arts,Brooklyn
190451,Tucson College of Beauty,Tucson
190460,Black Hills Beauty College,Sioux Falls
190479,Booker Institute of Cosmetology,Muskegon
190488,Bridges Academy of Beauty,Barstow
190503,Brittany Beauty School,Bronx
190512,Buchanan Beauty College,Shelbyville
190530,Central State Massage Academy,Oklahoma City
190558,Champion Institute of Cosmetology,Palm Springs
190567,Coastline Beauty College,Fountain Valley
190576,Color My Nails School of Nail Technology,Midvale
190585,Creative Hair School of Cosmetology,Flint
190594,Credence Institute of Beauty,Crossett
190600,Cuttin Up Beauty Academy,Denver
190628,Divas Unlimited Academy,St. Louis
190646,Dudley Nwani International,Madison
190655,Emma's Beauty Academy,Aguada
190707,Evergreen Beauty and Barber College,Everett
190716,Ezp's College of Barbering,Chattanooga
190725,Paul Mitchell The School Great Lakes,Port Huron
190743,Hair Expressions - Paul Mitchell Partner School,Rockville
190752,Healthy Hair Academy,Inglewood
190761,Hudson Valley School of Advanced Aesthetic Skin Care,West Park
190770,I.C.E. Beauty School & Spa Training Center,Altamonte Springs
190789,Ideal Beauty Academy,Jeffersonville
190798,Indiana Cosmetology Academy,Indiana
190804,Institute of Hair Design,Adamsville
190813,International Academy of Cosmetology,South Gate
190822,International School of Beauty,Palm Desert
190831,Joseph?s College of Cosmetology - Omaha,Omaha
190840,Last Minute Cuts School of Barbering & Cosmetology,Memphis
190859,M.J. Murphy Beauty College of Clare,Clare
190868,Mai-trix Beauty College,Houston
190886,Margaret's Hair Academy,Monticello
190910,Mason Academy of Cosmetology,Mason
190929,Mena Cosmetology College,Mena
190947,National Academy of Beauty Arts,Crystal City
190956,Merrell University of Beauty Arts & Sciences,Moberly
190965,Mojave Barber College,Victorville
190974,MyrAngel Beauty Institute,San Lorenzo
190983,Naperville Skin Institute,Naperville
191001,Tennessee Career Institute,Columbia
191010,New Concepts School of Cosmetology,Cleveland
191029,North West Beauty School,Houston
191038,Nuvo College of Cosmetology,Norton Shores
191047,P & A Scholars Beauty School,Detroit
191056,Palace Beauty College,Los Angeles
191074,Raphael's School of Beauty Culture,Brunswick
191126,Sakie International College of Cosmetology,Yakima
191135,eClips School of Cosmetology and Barbering,Cape Girardeau
191144,Shear Academy,Crossville
191162,Taylor Andrews Academy of Hair Design,West Jordan
191171,Marinello School of Beauty - Niantic,Niantic
191180,The Gallery College of Beauty,Clinton Township
191199,The Hair Academy - 110,Kirksville
191205,The Salon Professionals Academy Fargo,Fargo
191214,The Skin Institute,St. George
191223,The Woodhouse School of Wellness,Victoria
191232,Thuy Princess Beauty College,Pomona
191241,Total Cosmetology Training Center,Spokane
191250,Touch of Class School of Cosmetology #2,McKinney
191269,Trend Setter's Academy of Beauty Culture,Louisville
191278,Trendsetters Florida School of Beauty & Barbering,Jacksonville
191296,Yakima Beauty School; Beauty Works,Yakima
191302,Delma Graves Adult School,Fresno
191311,Earl Warren Adult School-California Correctional Center,Susanville
191320,Fresno Adult School,Fresno
191339,Jefferson Adult Education Division,Daly City
